FACILITY_IDENTIFIER,FACILITY_NAME,FACILITY_TYPE,COUNTY,PHONE 1,PHONE 2,EMAIL 1,EMAIL 2,TOTAL_LICENCE_CAPACITY,ANNUAL_INSPECTION,ANNUAL_UNANNOUNCED_INSPECTION,PROBATIONARY_EXPIRY_DATE,AGE_RANGE,PROG_FULL_DAY,PROG_PART_DAY,PROG_SCHOOL_AGE,FAMILY_HOME,AGE_INFANT,AGE_TODDLER,AGE_PRESCHOOL,AGE_SCHOOL_AGE,ADDRESS,CITY,POSTAL,Location
3004738,Crestview Children's Centre (43 Oceanview Drive),Day Care Facility,Halifax County,902-835-4295,,,,14,"April 5, 2019","December 19, 2018",,3 years - 12 years,No,Yes,Yes,No,No,No,Yes,Yes,43 OCEANVIEW DR.,BEDFORD,B4A 4C4,"43 OCEANVIEW DR.
BEDFORD, NS B4A 4C4
(44.70905, -63.679744)"
3005681,Friends for Life Childcare Centre Inc.,Day Care Facility,Halifax County,902-850-2527,,lisa.beddow@bellaliant.ca,,70,"February 15, 2019","July 4, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1690 PROSPECT  RD.,HATCHET LAKE,B3T 1P7,"1690 PROSPECT  RD.
HATCHET LAKE, NS B3T 1P7
(44.576841, -63.710591)"
3005683,Peachtree Children's Centre,Day Care Facility,Halifax County,902-864-2767,,lillianpeach62@gmail.com,,50,"February 26, 2019","November 6, 2018",,3 years - 12 years,Yes,No,Yes,No,No,No,Yes,Yes,971 WINDGATE DR.,BEAVER BANK,B4G 0A7,"971 WINDGATE DR.
BEAVER BANK, NS B4G 0A7
(44.794744, -63.690021)"
3005686,Sunnybrae After School Program,Day Care Facility,Halifax County,902-445-2270,,jodismagicbeings@hotmail.com,,14,"October 22, 2018","April 24, 2019",,5 years - 12 years,No,No,Yes,No,No,No,No,Yes,65 SUNNYBRAE AVE.,HALIFAX,B3N 2G6,"65 SUNNYBRAE AVE.
HALIFAX, NS B3N 2G6
(44.65098, -63.638207)"
3007229,Future Stars Learning Centre,Day Care Facility,Halifax County,902-405-5390,,lindaliaoca@gmail.com,,14,"October 11, 2018","June 11, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,6 ASTER CRT.,HALIFAX,B3S 1G5,"6 ASTER CRT.
HALIFAX, NS B3S 1G5
(44.671825, -63.673931)"
3007254,HCA Early Childhood Centre,Day Care Facility,Halifax County,902-876-1141,,hcapreschool@hotmail.com,,90,"February 22, 2019","July 6, 2018",,18 months - 12 years,Yes,Yes,Yes,No,No,No,Yes,Yes,30 CHARLES ST.,TIMBERLEA,B3T 1J4,"30 CHARLES ST.
TIMBERLEA, NS B3T 1J4
(44.662031, -63.74931)"
3008344,After The Bell Inc.,Day Care Facility,Halifax County,902-404-5437,,afterthebell06@gmail.com,,75,"March 26, 2019","October 5, 2018",,4 years - 12 years,No,No,Yes,No,No,No,No,Yes,320 FLYING CLOUD DR.,COLE HARBOUR,B2W 4T6,"320 FLYING CLOUD DR.
COLE HARBOUR, NS B2W 4T6
(44.689993, -63.495681)"
3008350,Halifax Grammar School - Junior Primary Program,Day Care Facility,Halifax County,902-452-6216,,lgray@hgs.ns.ca,,16,"April 24, 2019","November 8, 2018",,3 years - 4 years,Yes,No,Yes,No,No,No,Yes,No,945 TOWER RD.,HALIFAX,B3H 2Y2,"945 TOWER RD.
HALIFAX, NS B3H 2Y2
(44.632572, -63.578145)"
3009188,Westside Afterschool Program,Day Care Facility,Pictou County,902-695-3110,,springgardenccc@eastlink.ca,,50,"April 25, 2019","November 14, 2018",,5 years - 12 years,No,No,Yes,No,No,No,No,Yes,468 VICTORIA AVE.,NEW GLASGOW,B2H 1X1,"468 VICTORIA AVE.
NEW GLASGOW, NS B2H 1X1
(45.595093, -62.655441)"
3010120,Crystal Day Nursery Limited,Day Care Facility,Halifax County,902-466-3490,,cryday@ns.aliantzinc.ca,,99,"June 6, 2019","March 5, 2019",,6 months - 10 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,60 HIGHFIELD PARK DR. UNIT 4,DARTMOUTH,B3A 4R9,"60 HIGHFIELD PARK DR. UNIT 4
DARTMOUTH, NS B3A 4R9
(44.687946, -63.58943)"
3010206,Sackville Family Day Care,Family Home Day Care Agency,Halifax County,902-864-6363,,mlfp@bellaliant.com,,,"May 3, 2019","February 28, 2019",,,No,No,No,Yes,No,No,No,No,22 MEMORY LANE,LOWER SACKVILLE,B4C 2J3,"22 MEMORY LANE
LOWER SACKVILLE, NS B4C 2J3
(44.752624, -63.663301)"
3010217,Memory Lane Family Place Preschool,Day Care Facility,Halifax County,902-864-6363,,mlfp@bellaliant.com,,12,"May 13, 2019","February 28, 2019",,30 months - 5 years,No,Yes,No,No,No,No,Yes,No,22 MEMORY LANE,LOWER SACKVILLE,B4C 2J3,"22 MEMORY LANE
LOWER SACKVILLE, NS B4C 2J3
(44.752624, -63.663301)"
3011356,Mountainview Elementary After School Program,Day Care Facility,Cape Breton County,902-595-0020,,mountainviewasp@gmail.com,,42,"April 4, 2019","October 10, 2018",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,21 DELTA DR.,HOWIE CENTRE,B1L 1G9,"21 DELTA DR.
HOWIE CENTRE, NS B1L 1G9
(46.062087, -60.265349)"
3011370,Betty Whelan's Rainbow Preschool,Day Care Facility,Cape Breton County,902-567-2338,,bwrainbowpreschool@hotmail.com,,15,"March 5, 2019","August 21, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,31 MOUNT FLORENCE ST.,COXHEATH,B1R1T9,"31 MOUNT FLORENCE ST.
COXHEATH, NS B1R1T9
(46.113002, -60.236215)"
3011381,Children's Place Learning Centre,Day Care Facility,Antigonish County,902-863-0614,,childrensplace@ns.aliantzinc.ca,,27,"May 13, 2019","November 22, 2018",,30 months - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,89 HIGHLAND DR.,ANTIGONISH,B2G 1P5,"89 HIGHLAND DR.
ANTIGONISH, NS B2G 1P5
(45.618729, -62.00584)"
3011385,Busy Bee Day Care Co. Ltd. (Lake Echo),Day Care Facility,Halifax County,902-829-2333,,email@busybeedaycare.com,,47,"March 7, 2019","December 17, 2018",,3 months - 12 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,2875 HIGHWAY 7 HWY.,LAKE ECHO,B3E 1A4,
3011392,Adventurers Child Care Centre Burnside - Centre 1,Day Care Facility,Halifax County,902-404-3444 ext: 1,,adventurersccc@gmail.com,,34,"January 15, 2019","June 12, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,50 EILEEN STUBBS AVE. UNIT 142,DARTMOUTH,B3B1W2,"50 EILEEN STUBBS AVE. UNIT 142
DARTMOUTH, NS B3B1W2
(44.698536, -63.578568)"
3011396,Adventurers Child Care Centre Burnside - Centre 2,Day Care Facility,Halifax County,902-404-3959,,adventurersccc@gmail.com,,54,"January 15, 2019","July 11, 2018",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,50 EILEEN STUBBS AVE. UNIT 142,DARTMOUTH,B3B1W2,"50 EILEEN STUBBS AVE. UNIT 142
DARTMOUTH, NS B3B1W2
(44.698536, -63.578568)"
3012460,Boys & Girls Club of Yarmouth Day Care Centre (Pleasant St),Day Care Facility,Yarmouth County,902-742-0749,,bgcydirector@gmail.com,,35,"February 19, 2019","July 24, 2018",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,372 PLEASANT ST.,YARMOUTH,B5A 2L2,"372 PLEASANT ST.
YARMOUTH, NS B5A 2L2
(43.852343, -66.103728)"
3012463,Brookfield Preschool,Day Care Facility,Colchester County,902-673-2175,,brookfieldpreschool@bellaliant.com,,24,"March 6, 2019","October 3, 2018",,3 years - 5 years,Yes,No,No,No,No,Yes,Yes,No,55 CARTER RD.,BROOKFIELD,B0N 1C0,"55 CARTER RD.
BROOKFIELD, NS B0N 1C0
(45.257853, -63.273044)"
3012467,Lil' Jems Early Learning Childcare Centre,Day Care Facility,Yarmouth County,902-749-0789,,liljems@hotmail.com,,36,"February 20, 2019","August 10, 2018",,18 months - 9 years,Yes,No,Yes,No,No,Yes,Yes,Yes,1040 LAKESIDE RD.,MILTON HIGHLANDS,B5A 5K1,"1040 LAKESIDE RD.
MILTON HIGHLANDS, NS B5A 5K1
(43.856678, -66.123953)"
3012472,YMCA of Pictou County After School Program (G.R. Saunders),Day Care Facility,Pictou County,902-752-0202 ext: 239,,,,30,"September 27, 2018","May 6, 2019",,Pre-primary - 12 years,No,No,Yes,No,No,No,No,Yes,71 BRIDGE AVE.,STELLARTON,B0K 1S0,"71 BRIDGE AVE.
STELLARTON, NS B0K 1S0
(45.562129, -62.665161)"
3012474,Starting Blocks Day Care and Preschool Ltd.,Day Care Facility,Pictou County,902-485-1957,,,,33,"March 4, 2019","August 22, 2018",,18 months - 8 years,Yes,No,Yes,No,No,Yes,Yes,Yes,24 ROSS ST.,PICTOU,B0K 1H0,"24 ROSS ST.
PICTOU, NS B0K 1H0
(45.679088, -62.703829)"
3015396,Amherst Pre-School Association,Day Care Facility,Cumberland County,902-667-7731,,,,30,"May 8, 2019","February 19, 2019",,3 years - 5 years,No,Yes,No,No,No,No,Yes,No,1 RATCHFORD ST.,AMHERST,B4H 1X2,"1 RATCHFORD ST.
AMHERST, NS B4H 1X2
(45.834471, -64.210932)"
3015425,Debert Child Development Centre,Day Care Facility,Colchester County,902-662-2225,,debertpreschool@hotmail.com,,20,"March 28, 2019","September 26, 2018",,3 years - 5 years,No,Yes,No,No,No,No,Yes,No,1252 MASSTOWN RD.,DEBERT,B0M 1G0,"1252 MASSTOWN RD.
DEBERT, NS B0M 1G0
(45.434944, -63.460781)"
3019818,Fox Hollow Child Care Centre,Day Care Facility,Halifax County,902-826-2709,,leannethomey@outlook.com,,50,"March 8, 2019","August 27, 2018",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,1 FOX HOLLOW DR.,UPPER TANTALLON,B3Z 1E5,"1 FOX HOLLOW DR.
UPPER TANTALLON, NS B3Z 1E5
(44.689369, -63.8747)"
3024351,University Children's Centre (Dalhousie),Day Care Facility,Halifax County,902-494-7001,,deb.malbeuf@dal.ca,,78,"April 11, 2019","October 17, 2018",,4 months - 9 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,6101 SOUTH ST.,HALIFAX,B3H 1T2,"6101 SOUTH ST.
HALIFAX, NS B3H 1T2
(44.635818, -63.587917)"
3024410,University Children's Centre (Life Sciences),Day Care Facility,Halifax County,902-494-7001,,deb.malbeuf@dal.ca,,36,"April 11, 2019","September 24, 2018",,3 years - 9 years,No,Yes,Yes,No,No,No,Yes,Yes,1355 OXFORD ST.,HALIFAX,B3H 4J1,"1355 OXFORD ST.
HALIFAX, NS B3H 4J1
(44.634871, -63.595479)"
3024680,Notre Jardin d'Enfance,Day Care Facility,Digby County,902-645-3490,,njd2@bellaliant.com,,48,"June 6, 2019","November 30, 2018",,18 months -  6 years,Yes,No,No,No,No,Yes,Yes,Yes,8423 HIGHWAY 1 HWY.,METEGHAN CENTRE,B0W 2K0,
3024695,Bridgewater Day Care Centre,Day Care Facility,Lunenburg County,902-543-7280,,bwaterdaycare@ns.sympatico.ca,,70,"April 15, 2019","January 2, 2019",,4 months - 10 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,87 HILLCREST ST.,BRIDGEWATER,B4V 1T2,"87 HILLCREST ST.
BRIDGEWATER, NS B4V 1T2
(44.373989, -64.524628)"
3024714,Children's Corner Day Care Centre (Colby Drive),Day Care Facility,Halifax County,902-462-7200,,childrenscorner@eastlink.ca,,66,"March 27, 2019","October 19, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,595 COLBY DR.,COLE HARBOUR,B2V 1Y5,"595 COLBY DR.
COLE HARBOUR, NS B2V 1Y5
(44.665981, -63.491351)"
3024733,Kingswood Kids,Day Care Facility,Halifax County,902-832-5250,,cartherine@kingswoodkids.ca,,46,"April 10, 2019","January 10, 2019",,30 months - 12 years,No,Yes,Yes,No,No,Yes,Yes,Yes,1215 HAMMONDS PLAINS RD.,HAMMONDS PLAINS,B4B 2E1,"1215 HAMMONDS PLAINS RD.
HAMMONDS PLAINS, NS B4B 2E1
(44.724581, -63.737092)"
3024948,ICA Child Care Centre,Day Care Facility,Cape Breton County,"902-564-4940, 902-564-6112",,cheryl_piccott@hotmail.com,,15,"March 18, 2019","August 22, 2018",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,721 ALEXANDRA ST.,SYDNEY,B1S 2H3,"721 ALEXANDRA ST.
SYDNEY, NS B1S 2H3
(46.109043, -60.201844)"
3024961,Do Re Mi Pre-school,Day Care Facility,Queens County,902-354-5954,,bonnie.maciver@ns.sympatico.ca,,13,"April 12, 2019","October 23, 2018",,30 months - 5 years,No,Yes,No,No,No,No,Yes,No,535 MAIN ST.,LIVERPOOL,B0T 1K0,"535 MAIN ST.
LIVERPOOL, NS B0T 1K0
(44.037395, -64.723706)"
3025367,Victoria Children's Centre (Prince Albert),Day Care Facility,Halifax County,902-466-0464,,vccdaycare@ns.aliantzinc.ca,,60,"April 17, 2019","October 4, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,91 PRINCE ALBERT RD.,DARTMOUTH,B2Y 1M1,"91 PRINCE ALBERT RD.
DARTMOUTH, NS B2Y 1M1
(44.671048, -63.562712)"
3025377,Wolfville Children's Centre,Day Care Facility,Kings County,902-542-5087,,wolfville.childrencentre@ns.aliantzinc.ca,,54,"April 9, 2019","November 30, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,17 EARNSCLIFFE AVE.,WOLFVILLE,B4P 1X4,"17 EARNSCLIFFE AVE.
WOLFVILLE, NS B4P 1X4
(45.088754, -64.37153)"
3025466,Garderie le Petit Voilier de Beaubassin (Le),Day Care Facility,Halifax County,902-445-6480,,info@petitvoilier.ca,,94,"January 9, 2019","October 10, 2018",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,54 LARRY UTECK BLVD.,HALIFAX,B3M 4R9,"54 LARRY UTECK BLVD.
HALIFAX, NS B3M 4R9
(44.698605, -63.664224)"
3025520,Lunenburg Day Care Centre,Day Care Facility,Lunenburg County,902-634-4789,,ldcc@ns.sympatico.ca,,106,"April 17, 2019","December 3, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,26 LINCOLN ST.,LUNENBURG,B0J 2C0,"26 LINCOLN ST.
LUNENBURG, NS B0J 2C0
(44.378438, -64.316385)"
3026759,Home Away From Home Family Day Care Agency,Family Home Day Care Agency,Shelburne County,902-745-3663,,hafhfdca@eastlink.ca,,,"April 17, 2019","October 18, 2018",,,No,No,No,Yes,No,No,No,No,1472 STONEY ISLAND RD.,STONEY ISLAND,B0W 3J0,"1472 STONEY ISLAND RD.
STONEY ISLAND, NS B0W 3J0
(43.468456, -65.572581)"
3026944,Dutch Village Road Child Care Centre Limited,Day Care Facility,Halifax County,902-454-6340,,nlongmire@dvrccc.ca,,57,"March 29, 2019","November 6, 2018",,3 months - 9 years,Yes,No,No,No,Yes,Yes,Yes,No,2717 JOSEPH HOWE DR.,HALIFAX,B3L 4T9,"2717 JOSEPH HOWE DR.
HALIFAX, NS B3L 4T9
(44.643289, -63.622878)"
3027005,Playtime at Dodie's Preschool Inc,Day Care Facility,Pictou County,902-754-7438,,dodielamey@live.ca,,85,"April 10, 2019","November 27, 2018",,3 years - 12 years,Yes,No,Yes,No,No,No,Yes,Yes,10492 SHERBROOKE RD.,NEW GLASGOW,B2H 5C7,"10492 SHERBROOKE RD.
NEW GLASGOW, NS B2H 5C7
(45.573131, -62.629073)"
3027016,Le Jardin des Petits,Day Care Facility,Yarmouth County,902-648-2433,,lejardindespetits@gmail.com,,42,"November 1, 2018","April 29, 2019",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,4258 HIGHWAY 308 HWY. N,TUSKET,B0W 3M0,
3027026,Windsor Park Children's Centre,Day Care Facility,Halifax County,902-722-4664,,Amanda.peters@forces.gc.ca,,62,"May 28, 2019","February 1, 2019",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,6393 HOMEFIRE CRES.,HALIFAX,,"6393 HOMEFIRE CRES.
HALIFAX, NS
(44.658254, -63.613493)"
3027191,AVC Family Tree Children's Centre,Day Care Facility,Annapolis County,902-825-5490,,kathlene07@hotmail.com,,18,"April 24, 2019","October 16, 2018",,6 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,295 COMMERCIAL ST.,MIDDLETON,B0S 1P0,"295 COMMERCIAL ST.
MIDDLETON, NS B0S 1P0
(44.955778, -65.076371)"
3027268,Splash of Color Children's Centre,Day Care Facility,Halifax County,,,wcrocker@hotmail.ca,,20,"March 26, 2019","October 16, 2018",,18 months  - 12 Years,Yes,No,No,No,No,Yes,Yes,Yes,12280 HIGHWAY 224 HWY.,MIDDLE MUSQUODOBOIT,B0N 1X0,
3028061,Garderie Les Petits Poussins Daycare (Le),Day Care Facility,Inverness County,902-224-1998,,,,26,"April 2, 2019","October 29, 2018",,18 months - 8 years,Yes,No,Yes,No,No,Yes,Yes,Yes,15118 CABOT TRAIL,CHÉTICAMP,B0E 1H0,"15118 CABOT TRAIL
CHÉTICAMP, NS B0E 1H0
(46.625473, -61.016143)"
3033991,Good Beginings Day Care,Day Care Facility,Annapolis County,902-532-7736,,goodbeginningsdaycare@ns.aliantzinc.ca,,19,"June 14, 2019","November 9, 2018",,18 months - 10 years,Yes,No,Yes,No,No,Yes,Yes,Yes,9 GRANGE ST.,ANNAPOLIS ROYAL,B0S 1A0,"9 GRANGE ST.
ANNAPOLIS ROYAL, NS B0S 1A0
(44.741312, -65.508724)"
3035706,Willowbrae Academy Inc Timberlea,Day Care Facility,Halifax County,902-499-8769,,yyao@willowbraechildcare.com,,186,"May 8, 2019","February 4, 2019",,6 months - 12 years,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1714 ST MARGARETS BAY RD.,TIMBERLEA,B3T 1B4,"1714 ST MARGARETS BAY RD.
TIMBERLEA, NS B3T 1B4
(44.643118, -63.707491)"
3038039,Tot's Academy Child Care Society,Day Care Facility,Hants County,902-883-7791,,office@totsacademy.ca,,96,"June 25, 2019","February 27, 2019",,18 months - 12 years,Yes,Yes,Yes,No,No,Yes,Yes,Yes,480 HIGHWAY 2 HWY.,ENFIELD,B2T 1M5,
3039227,Middleton & District Day Care Centre,Day Care Facility,Annapolis County,902-825-6513,,mddc1974@gmail.com,,35,"July 9, 2019","November 5, 2018",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,167 COMMERCIAL ST. UNIT 1,MIDDLETON,B0S 1P0,"167 COMMERCIAL ST. UNIT 1
MIDDLETON, NS B0S 1P0
(44.947319, -65.071184)"
3039249,Apple Tree Landing Family Education Centre,Day Care Facility,Kings County,902-582-3086,,,,90,"June 10, 2019","January 29, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1063 J JORDAN RD.,CANNING,B0P 1H0,"1063 J JORDAN RD.
CANNING, NS B0P 1H0
(45.161773, -64.436661)"
3039377,Children's Garden (The),Day Care Facility,Halifax County,902-457-3313 ext: 5,,childrensgarden@hfx.eastlink.ca,,80,"May 28, 2019","March 14, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,3461 DUTCH VILLAGE RD.,HALIFAX,B3N 2S7,"3461 DUTCH VILLAGE RD.
HALIFAX, NS B3N 2S7
(44.654788, -63.632057)"
3042282,Jardin d'Enfants (Le),Day Care Facility,Colchester County,902-896-4520,,tanya.boam@bellaliant.net,,18,"November 15, 2018","June 7, 2019",,18 months - 5years,Yes,No,Yes,No,No,Yes,Yes,Yes,50 ABERDEEN ST. B,TRURO,B2N 4V3,"50 ABERDEEN ST. B
TRURO, NS B2N 4V3
(45.361213, -63.261367)"
3042498,Aliesja's Preschool,Day Care Facility,Halifax County,902-443-4733,,aliesja89@gmail.com,,16,"June 12, 2019","March 11, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,5 SILVERWOOD TERR.,HALIFAX,B3M 2Y9,"5 SILVERWOOD TERR.
HALIFAX, NS B3M 2Y9
(44.682239, -63.66397)"
3042520,Little People's Place of Shelburne Association (St. Andrew's Lane),Day Care Facility,Shelburne County,902-875-3774,,littlepeople1@eastlink.ca,,30,"May 24, 2019","January 9, 2019",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,14 ST ANDREWS LANE,SHELBURNE,B0T 1W0,"14 ST ANDREWS LANE
SHELBURNE, NS B0T 1W0
(43.762148, -65.3237)"
3042572,Little People's Place of Shelburne Association (King Street),Day Care Facility,Shelburne County,902-875-3774,,littlepeople1@eastlink.ca,,46,"May 24, 2019","January 9, 2019",,3 years - 10 years,Yes,No,Yes,No,No,No,Yes,Yes,35 KING ST.,SHELBURNE,B0T 1W0,"35 KING ST.
SHELBURNE, NS B0T 1W0
(43.764003, -65.321099)"
3042886,Dartmouth Child Development Centre,Day Care Facility,Halifax County,902-461-0551,,dcdc.childcare@gmail.com,,79,"May 22, 2019","December 20, 2018",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,61 BOLAND RD.,DARTMOUTH,B3A 3G7,"61 BOLAND RD.
DARTMOUTH, NS B3A 3G7
(44.672832, -63.580605)"
3042900,St. Joseph's Children's Centre (Duke Tower),Day Care Facility,Halifax County,902-422-8441 ext:160,,scotiasq@stjcc.ca,,63,"June 5, 2019","November 23, 2018",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,5251 DUKE ST.,HALIFAX,B3J 1P3,"5251 DUKE ST.
HALIFAX, NS B3J 1P3
(44.648985, -63.576001)"
3047135,Bedford Academy Day Care,Day Care Facility,Halifax County,902-835-0079,,nwallace@bedfordacademy.ca,,14,"July 9, 2019","February 19, 2019",,2 years - 5 years,Yes,No,No,No,No,Yes,Yes,No,27 CHAMPLAIN CRT.,BEDFORD,B4A 3K4,"27 CHAMPLAIN CRT.
BEDFORD, NS B4A 3K4
(44.719844, -63.681934)"
3047157,Dartmouth Day Care Centre (Caledonia),Day Care Facility,Halifax County,902-434-2865,,dartmouthdaycare@ns.sympatico.ca,,60,"May 24, 2019","February 4, 2019",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,28 CALEDONIA RD.,DARTMOUTH,B2X 1K8,"28 CALEDONIA RD.
DARTMOUTH, NS B2X 1K8
(44.685761, -63.52997)"
3047174,Dartmouth Day Care Centre (Crichton),Day Care Facility,Halifax County,902-469-3739,,dartmouthdaycarecrichton@bellaliant.net,,56,"May 24, 2019","February 15, 2019",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,33 CRICHTON AVE.,DARTMOUTH,B2Y 1P1,"33 CRICHTON AVE.
DARTMOUTH, NS B2Y 1P1
(44.672038, -63.564412)"
3049540,Apple Bee Academy,Day Care Facility,Halifax County,902-453-0928,,susan.dorey@ns.sympatico.ca,,27,"June 3, 2019","October 26, 2018",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,6462 LONDON ST.,HALIFAX,B3L 1X4,"6462 LONDON ST.
HALIFAX, NS B3L 1X4
(44.651868, -63.608841)"
3049701,Windchimes Family Care,Day Care Facility,Halifax County,902-443-1810,,bob_webber_@hotmail.com,,15,"June 3, 2019","November 7, 2018",,3 months - 11 years,Yes,No,Yes,No,Yes,Yes,Yes,No,29 CASTLE HILL DR.,HALIFAX,B3M 3A4,"29 CASTLE HILL DR.
HALIFAX, NS B3M 3A4
(44.685166, -63.670732)"
3050986,Akerley Child Care Centre,Day Care Facility,Halifax County,902-491-1631,,karen.ann.patterson@nscc.ca,,56,"June 4, 2019","April 4, 2019",,3 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,21 WOODLAWN RD.,DARTMOUTH,B2W 2R7,"21 WOODLAWN RD.
DARTMOUTH, NS B2W 2R7
(44.683371, -63.528797)"
3052422,Fun to Learn Day Care Centre,Day Care Facility,Halifax County,902-864-1256,,traceybowness@hotmail.com,,12,"July 9, 2019","May 16, 2019",,18 months - 5 years,Yes,No,No,No,No,Yes,Yes,No,44 BALSAM CIR.,LOWER SACKVILLE,B4C 1A9,"44 BALSAM CIR.
LOWER SACKVILLE, NS B4C 1A9
(44.774996, -63.687766)"
3052426,Swings Daycare,Day Care Facility,Hants County,,,swingsdaycare@hotmail.com,,29,"June 26, 2019","January 11, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,658 HIGHWAY 2 HWY.,ELMSDALE,B2S 1C9,
3052436,ForestKids Early Learning,Day Care Facility,Halifax County,902-835-1804,,theresakids@gmail.com,,82,"May 30, 2019","March 1, 2019",,3 months - 12 years,Yes,No,Yes,No,Yes,Yes,Yes,Yes,1 YANKEETOWN RD.,HAMMONDS PLAINS,B3Z 1K7,"1 YANKEETOWN RD.
HAMMONDS PLAINS, NS B3Z 1K7
(44.733346, -63.80498)"
3053439,St. Joseph's Children's Centre (Lacewood),Day Care Facility,Halifax County,902-422-8441 ext: 140,,leah.rigby@corp.eastlink.ca,,74,"July 8, 2019","January 3, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,59 GLENFOREST DR.,HALIFAX,B3M 3M5,"59 GLENFOREST DR.
HALIFAX, NS B3M 3M5
(44.659737, -63.639654)"
3053452,Children's Place Day Care Centre,Day Care Facility,Antigonish County,902-863-4570,,childrensplace@ns.aliantzinc.ca,,35,"June 3, 2019","November 28, 2018",,18 months - 6 years,Yes,No,No,No,No,Yes,Yes,No,81 CHURCH ST.,ANTIGONISH,B2G 2C9,"81 CHURCH ST.
ANTIGONISH, NS B2G 2C9
(45.619741, -61.98779)"
3053461,Queens Day Care Association,Day Care Facility,Queens County,902-354-5088,,queensdaycare@ns.aliantzinc.ca,,42,"July 5, 2019","January 29, 2019",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,108 COLLEGE ST. 1,MOUNT PLEASANT,B0T 1K0,
3055219,Halifax Developmental Centre for Early Learning,Day Care Facility,Halifax County,902-423-4702,,directorhdcel@eastlink.ca,,40,"June 14, 2018","March 15, 2019",,18 months - 9 years,Yes,No,Yes,No,No,Yes,Yes,Yes,2557 MAYNARD ST.,HALIFAX,B3K 3V6,"2557 MAYNARD ST.
HALIFAX, NS B3K 3V6
(44.655512, -63.591549)"
3058134,Fox and the Hare Daycare (The),Day Care Facility,Shelburne County,902-656-2847,,janemackenzie@eastlink.ca,,20,"June 24, 2019","December 4, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,91 OSBORNE RD.,OSBORNE HARBOUR,B0T 1L0,"91 OSBORNE RD.
OSBORNE HARBOUR, NS B0T 1L0
(43.720668, -65.109756)"
3089815,Cowie Hill Child Care Centre,Day Care Facility,Halifax County,902-479-1001,,cowiehill@ns.sympatico.ca,,57,"June 19, 2019","November 2, 2018",,18 months - 12 years,Yes,No,Yes,No,No,Yes,Yes,Yes,30 RIDGE VALLEY RD.,HALIFAX,B3P 2J8,"30 RIDGE VALLEY RD.
HALIFAX, NS B3P 2J8
(44.630194, -63.621668)"
3090508,Alexandra Children's Centre,Day Care Facility,Halifax County,902-422-5435,,alexandracc@ns.sympatico.ca,,90,"June 20, 2019","February 21, 2019",,10 months - 5 years,Yes,No,No,No,Yes,Yes,Yes,No,3405 DEVONSHIRE AVE.,HALIFAX,B3K 3M3,"3405 DEVONSHIRE AVE.
HALIFAX, NS B3K 3M3
(44.667355, -63.603241)"
